,address,price,beds,baths,parking,propertyTypeFormatted,latitudes,longitudes
882,NEWPORT 55 River Street VIC 3015,440,2,1,0,House,-37.8302,144.8709
883,FRANKSTON 3/44 Queen Street VIC 3199,560,4,2,2,House,-38.1333,145.1333
884,COBURG 47 Bell Street VIC 3058,570,5,1,2,House,-37.75,144.9667
885,MALVERN EAST 10 Darling Road VIC 3145,899,5,2,2,House,-37.874,145.0425
886,SEAFORD 73 Kananook Avenue VIC 3198,680,4,2,2,House,-38.1049,145.1382
887,NORTH MELBOURNE 136 Capel Street VIC 3051,640,3,1,0,House,-37.8029,144.9482
888,BRIGHTON EAST 31 Primrose Crescent VIC 3187,520,2,1,2,House,-37.9014,145.0188
889,WARRAGUL 23 Emberwood Road VIC 3820,495,4,2,2,House,-38.1591,145.9312
890,CRANBOURNE 1/34 Circle Drive VIC 3977,470,3,2,2,House,-38.1375,145.2744
891,WILLIAMSTOWN 125 Stevedore Street VIC 3016,530,2,1,1,House,-37.857,144.8977
892,POINT COOK 7 Selleck Drive VIC 3030,410,4,2,2,House,-37.8887,144.726
893,MERNDA 6 Cattlemen Way VIC 3754,460,4,2,2,House,-37.6,145.15
894,GLADSTONE PARK 4 Elvin Close VIC 3043,470,3,1,4,House,-37.7013,144.881
895,PRESTON 15 Sylvester Grove VIC 3072,550,3,1,1,House,-37.75,145.0167
896,COBURG 37A Harding Street VIC 3058,625,4,2,0,House,-37.75,144.9667
897,SPRINGVALE SOUTH 3 Cooper Street VIC 3172,480,3,1,3,House,-37.9827,145.1342
898,GISBORNE 47 Grant Avenue VIC 3437,470,3,2,2,House,-37.4886,144.5942
899,DEANSIDE 1 Angul Parade VIC 3336,500,4,2,2,House,-37.0,145.0
900,FRANKSTON NORTH 22 Lehmann Crescent VIC 3200,370,3,1,1,House,-38.1213,145.1552
901,OAKLEIGH EAST 13 Elysium Crescent VIC 3166,430,3,1,3,House,-37.0,145.0
902,FOREST HILL 3 Leddy Street VIC 3131,690,4,2,2,House,-37.8275,145.1739
903,BEACONSFIELD 20 Copper Beech Road VIC 3807,515,4,2,2,House,-38.0327,145.3869
904,SUNSHINE NORTH 9 Ball Street VIC 3020,350,3,1,1,House,-37.775,144.8333
905,WALLAN 18 Holly Drive VIC 3756,390,4,2,2,House,-37.418,145.0166
906,SPOTSWOOD 50 Hick Street VIC 3015,600,3,1,2,House,-37.8302,144.8709
907,PRAHRAN 61 Chatsworth Road VIC 3181,600,2,2,1,House,-37.853,144.9929
908,RYE 7 Gawalla Street VIC 3941,625,3,2,2,House,-38.4141,144.8244
909,FAWKNER 18 Bungay Street VIC 3060,450,3,1,5,House,-37.7167,144.9667
910,BURNSIDE HEIGHTS 44 Mimosa Way VIC 3023,450,3,2,2,House,-37.7541,144.7651
911,FITZROY NORTH 117 Rowe Street VIC 3068,790,3,1,0,House,-37.7865,144.9897
912,WARRNAMBOOL 17 Shirley Grove VIC 3280,380,3,1,1,House,-37.0,145.0
913,WERRIBEE 2/9 Valencia Lane VIC 3030,320,2,1,1,House,-37.8887,144.726
914,WEIR VIEWS 2 Shackell Street VIC 3338,390,4,2,2,House,-37.7077,144.5749
915,BRUNSWICK WEST 126 Pearson Street VIC 3055,575,2,1,1,House,-37.7603,144.9502
916,SANDRINGHAM 4 Cowper Street VIC 3191,2150,4,2,2,House,-37.95,145.0
917,PORT MELBOURNE 25 Bridge Street VIC 3207,480,2,1,0,House,-37.8329,144.922
918,PAKENHAM 20 Bentley Court VIC 3810,430,3,2,1,House,-38.1333,145.5167
919,CLYDE 29 Lucid Crescent VIC 3978,490,4,2,2,House,-38.1333,145.3333
920,GLADSTONE PARK 2/8 Windermere Crescent VIC 3043,400,2,1,2,House,-37.7013,144.881
921,ST ALBANS 95 Atheldene Drive VIC 3021,340,3,1,2,House,-37.7371,144.8283
922,NARRE WARREN 18 Nita Close VIC 3805,380,3,2,0,House,-38.0298,145.3034
923,HAMPTON EAST 17 Katoomba Street VIC 3188,1100,5,3,4,House,-37.9374,145.0151
924,BRUNSWICK 73 Albion Street VIC 3056,565,3,1,1,House,-37.7667,144.9667
925,MAIDSTONE 131 Mitchell Street VIC 3012,350,3,1,1,House,-37.8302,144.8709
926,GLENROY 11/70-74 Cardinal Road VIC 3046,395,2,1,1,House,-37.7,144.9333
927,DANDENONG NORTH 183 Rawdon Hill Drive VIC 3175,500,4,2,1,House,-37.9833,145.2
928,STRATHTULLOH 1 Hatfield Street VIC 3338,400,3,2,2,House,-37.7077,144.5749
929,NORTH MELBOURNE 176 Chetwynd Street VIC 3051,500,2,1,0,House,-37.8029,144.9482
930,COBBLEBANK 86 Riverside Con VIC 3338,410,4,2,2,House,-37.7077,144.5749
931,ST KILDA 1 Neptune Street VIC 3182,850,3,1,1,House,-37.8633,144.9802
932,WEIR VIEWS 3 Moroka Avenue VIC 3338,390,4,2,2,House,-37.7077,144.5749
933,HILLSIDE 2 Santolin Drive VIC 3037,400,3,1,3,House,-37.7034,144.7619
934,PAKENHAM 10 Hull Cresent VIC 3810,630,4,2,2,House,-38.1333,145.5167
935,WARRAGUL 16 Tassel Drive VIC 3820,475,4,2,2,House,-38.1591,145.9312
936,OAK PARK 5 Curie Avenue VIC 3046,400,3,1,3,House,-37.7,144.9333
937,OAKLEIGH 14 John Street VIC 3166,650,3,1,0,House,-37.8995,145.0811
938,WEIR VIEWS 16 Barnato Street VIC 3338,410,4,2,2,House,-37.7077,144.5749
939,HARKNESS 7 Maple Close VIC 3337,440,4,2,2,House,-37.6,144.6
940,CAMBERWELL 128 Through Road VIC 3124,995,5,2,2,House,-37.8248,145.0705
941,FAWKNER 1268 Sydney Road VIC 3060,395,3,1,2,House,-37.7167,144.9667
942,RICHMOND 133 Buckingham Street VIC 3121,600,2,1,0,House,-37.8271,145.0064
943,EYNESBURY 3 Elmore Avenue VIC 3338,450,4,2,2,House,-37.7077,144.5749
944,MONT ALBERT 80 Victoria Crescent VIC 3127,540,4,1,2,House,-37.8128,145.1043
945,BRUNSWICK WEST 27 Daly Street VIC 3055,580,2,1,0,House,-37.7603,144.9502
946,KEW 38 Vaughan Cres VIC 3101,700,3,2,2,House,-37.8064,145.0309
947,MALVERN EAST 244 Waverley Road VIC 3145,750,3,1,1,House,-37.874,145.0425
948,ASCOT VALE 38 Bank Street VIC 3032,490,2,1,1,House,-37.7808,144.9354
949,DEVON MEADOWS 18 Olive Road VIC 3977,800,3,1,4,House,-38.1375,145.2744
950,BERWICK 3 Penrith Court VIC 3806,550,4,2,1,House,-38.0,145.35
951,WERRIBEE 182 Tarneit Road VIC 3030,325,3,1,1,House,-37.8887,144.726
952,MARIBYRNONG 107 Raleigh Road VIC 3032,725,5,3,2,House,-37.7808,144.9354
953,WERRIBEE 28 Nantilla Crescent VIC 3030,495,4,2,4,House,-37.8887,144.726
954,WYNDHAM VALE 26 Lansell Road VIC 3024,355,4,2,4,House,-37.8291,144.5622
955,HAMPTON 8 Banks Avenue VIC 3188,770,3,1,1,House,-37.9374,145.0151
956,SANDRINGHAM 24 Dreadnought Street VIC 3191,1800,4,3,2,House,-37.95,145.0
957,ATTWOOD 199 Erinbank Crescent VIC 3049,390,3,1,2,House,-37.6724,144.8919
958,KEW 73A Brougham Street VIC 3101,725,3,2,1,House,-37.8064,145.0309
959,TEMPLESTOWE 36 Tuckers Road VIC 3106,820,4,2,2,House,-37.75,145.1167
960,FITZROY 10 Leicester Street VIC 3065,850,3,2,0,House,-37.7984,144.9783
961,PRESTON 1-2/102 Murray Road VIC 3072,650,4,2,2,House,-37.0,145.0
962,CANTERBURY 62 Wentworth Avenue VIC 3126,1025,4,2,2,House,-37.8247,145.0848
963,HUGHESDALE 188 Kangaroo Road VIC 3166,750,4,2,2,House,-37.8995,145.0811
964,GLEN WAVERLEY 15 Tobias Avenue VIC 3150,650,5,3,2,House,-37.8856999,145.1689497
965,KEW 36 Cypress Way VIC 3101,1495,4,4,2,House,-37.8064,145.0309
966,BURWOOD 46 McIntyre Street VIC 3125,590,4,2,3,House,-37.8498,145.119
967,HAWTHORN 493 Glenferrie Road VIC 3122,3500,4,3,4,House,-37.8199,145.0358
968,KEW 7 Lower Drive VIC 3101,1500,4,2,3,House,-37.8064,145.0309
969,OAKLEIGH 13 Hilbert Court VIC 3166,620,3,1,2,House,-37.8995,145.0811
970,PRAHRAN 3 Albert Street VIC 3181,580,3,1,0,House,-37.853,144.9929
971,CARLTON 22 Dorrit Street VIC 3053,1100,3,2,2,House,-37.8004,144.9684
972,RICHMOND 29 Berry Street VIC 3121,795,3,1,0,House,-37.8271,145.0064
973,BENTLEIGH EAST 108 Marlborough Street VIC 3165,730,4,2,4,House,-37.9201,145.0599
974,CARLTON 201 Cardigan VIC 3053,1450,5,3,0,House,-37.8004,144.9684
975,FITZROY NORTH 29 Falconer Street VIC 3068,1000,3,1,1,House,-37.7865,144.9897
