,address,price,beds,baths,parking,propertyTypeFormatted,latitudes,longitudes
926,NORTH MELBOURNE 9/417 Dryburgh Street VIC 3051,390,2,1,1,Apartment / Unit / Flat,-37.8029,144.9482
927,PORT MELBOURNE 402/88 Dow Street VIC 3207,750,3,2,2,Apartment / Unit / Flat,-37.8329,144.922
928,ST KILDA 3/33 Neptune Street VIC 3182,480,2,1,1,Apartment / Unit / Flat,-37.8633,144.9802
929,KENSINGTON 3/86 Rankins Road VIC 3031,330,1,1,1,Apartment / Unit / Flat,-37.7899,144.9226
930,MARIBYRNONG 1/4 Rowe Street VIC 3032,430,3,2,1,Apartment / Unit / Flat,-37.7808,144.9354
931,SOUTH MELBOURNE 12/2-4 Heather Street VIC 3205,340,1,1,1,Apartment / Unit / Flat,46.3817,15.2958
932,FITZROY NORTH 205/144 Queens Parade VIC 3068,600,2,2,1,Apartment / Unit / Flat,-37.7865,144.9897
933,MARIBYRNONG 2/20 Navigator Street VIC 3032,355,2,1,1,Apartment / Unit / Flat,-37.7808,144.9354
934,PARKVILLE 106/459 Royal Parade VIC 3052,400,1,1,1,Apartment / Unit / Flat,-37.7603,144.9502
935,ASCOT VALE 1/25 Harold Street VIC 3032,280,1,1,1,Apartment / Unit / Flat,-37.7808,144.9354
936,ALBERT PARK 4/78 Kerferd Road VIC 3206,470,2,1,0,Apartment / Unit / Flat,46.3636,15.3653
937,WILLIAMSTOWN 1/105 Railway Place VIC 3016,510,2,1,1,Apartment / Unit / Flat,-37.857,144.8977
938,BEECHWORTH 55 Ford Street VIC 3747,350,2,1,1,Apartment / Unit / Flat,-36.3416,146.7067
939,ASCOT VALE 1/5 Rothwell Street VIC 3032,380,2,1,1,Apartment / Unit / Flat,-37.7808,144.9354
940,PAKENHAM 8/107 Army Road VIC 3810,330,2,1,1,Apartment / Unit / Flat,-38.1333,145.5167
941,PARKVILLE 406/459 Royal Parade VIC 3052,560,2,2,1,Apartment / Unit / Flat,-37.7603,144.9502
942,ST KILDA EAST 7/154 Alma Road VIC 3183,395,2,1,1,Apartment / Unit / Flat,-37.8692,144.9977
943,FITZROY 303/81 Argyle Street VIC 3065,470,1,1,1,Apartment / Unit / Flat,-37.7984,144.9783
944,IVANHOE 2/17 Green Street VIC 3079,410,2,1,1,Apartment / Unit / Flat,-37.769,145.0431
945,BRUNSWICK EAST 2/72 Victoria Street VIC 3057,390,2,1,0,Apartment / Unit / Flat,-37.7603,144.9502
946,WERRIBEE 1/137 Greaves Street VIC 3030,330,2,1,1,Apartment / Unit / Flat,-37.8887,144.726
947,PRAHRAN 4/28 Raleigh Street VIC 3181,385,1,1,1,Apartment / Unit / Flat,-37.853,144.9929
948,BUNDOORA 101B/1091 Plenty Road VIC 3083,395,2,2,1,Apartment / Unit / Flat,-37.7062,145.0474
949,PAKENHAM 6/40 Army Road VIC 3810,370,3,1,1,Apartment / Unit / Flat,-38.1333,145.5167
950,MARIBYRNONG 207/8 Horizon Drive VIC 3032,465,2,2,1,Apartment / Unit / Flat,-37.7808,144.9354
951,ELWOOD 1/445 St Kilda Street VIC 3184,500,2,1,1,Apartment / Unit / Flat,-37.8809,144.9855
952,FITZROY 302/270 Young Street VIC 3065,950,2,2,2,Apartment / Unit / Flat,-37.7984,144.9783
953,TOORAK 2/12 Chastleton Avenue VIC 3142,460,2,1,1,Apartment / Unit / Flat,-37.8416,145.0177
954,NORTH MELBOURNE 9/49 Brougham Street VIC 3051,280,1,1,0,Apartment / Unit / Flat,-37.8029,144.9482
955,FOOTSCRAY 201/21 Buckingham Street VIC 3011,390,2,1,1,Apartment / Unit / Flat,-37.7995,144.8963
956,WARRNAMBOOL 2/18 Kielli Drive VIC 3280,350,2,1,1,Apartment / Unit / Flat,-37.0,145.0
957,HAWTHORN 1/17 Muir Street VIC 3122,450,3,1,1,Apartment / Unit / Flat,-37.8199,145.0358
958,SOUTH YARRA 607/8 Daly Street VIC 3141,540,2,2,1,Apartment / Unit / Flat,-37.8333,144.9833
959,HEIDELBERG HEIGHTS 105/452 Waterdale Road VIC 3081,399,2,1,1,Apartment / Unit / Flat,-37.7531,145.0385
960,HAWTHORN 6/42 Morang Road VIC 3122,300,1,1,1,Apartment / Unit / Flat,-37.8199,145.0358
961,CARNEGIE 315/1060 Dandenong Road VIC 3163,530,2,2,1,Apartment / Unit / Flat,-37.8895,145.0581
962,EAST MELBOURNE 1/9 Garden Avenue VIC 3002,490,2,1,1,Apartment / Unit / Flat,-37.8167,144.9879
963,CAULFIELD NORTH 1/55 Wanda Rd VIC 3161,750,3,2,2,Apartment / Unit / Flat,-37.8671941,145.0210764
964,ST KILDA 3502/14-16 The Esplanade VIC 3182,5000,3,3,3,Apartment / Unit / Flat,-37.8633,144.9802
965,PORT MELBOURNE 301/130 Bay Street VIC 3207,1600,3,3,2,Apartment / Unit / Flat,-37.8329,144.922
966,SOUTH YARRA 14/110 Caroline Street VIC 3141,500,2,1,1,Apartment / Unit / Flat,-37.8333,144.9833
967,MELBOURNE 60/485 St Kilda Road VIC 3004,395,1,1,1,Apartment / Unit / Flat,-37.814,144.9633
968,COLLINGWOOD 201/109 Dight Street VIC 3066,500,1,1,1,Apartment / Unit / Flat,-37.8,144.9833
969,SOUTHBANK 3908E/18 Hoff Blvd VIC 3006,700,2,2,0,Apartment / Unit / Flat,-37.8228,144.9643
970,MENTONE 1/57 Milan Street VIC 3194,440,2,1,2,Apartment / Unit / Flat,-37.9833,145.0667
971,ASCOT VALE 1/26 Epsom Road VIC 3032,400,2,1,1,Apartment / Unit / Flat,-37.7808,144.9354
972,ST KILDA 22/19 Robe Street VIC 3182,450,2,1,1,Apartment / Unit / Flat,-37.8633,144.9802
973,MALVERN 9/12 Irving Street VIC 3144,400,1,1,1,Apartment / Unit / Flat,-37.8512,145.0317
974,COBURG 5/144 Nicholson Street VIC 3058,300,2,1,1,Apartment / Unit / Flat,-37.75,144.9667
975,TAWONGA SOUTH 1 Heberles Road VIC 3698,320,1,1,0,Apartment / Unit / Flat,-36.7359,147.1521
976,THORNBURY 4/97 Gooch Street VIC 3071,395,2,1,1,Apartment / Unit / Flat,-37.7583,145.0051
